id_short,obra,n,archivo,inicio_s,zoom,desfase_s,frase_en_pantalla,yt_titulo,yt_descripcion,yt_etiquetas,yt_video_relacionado,tiktok_portada,tiktok_descripcion,estado,fecha_youtube,url_youtube,fecha_tiktok,url_tiktok
OBRA-032-S2,OBRA-032,2,short-2.mp4,2761,1.15,9.6,drop your shoulders,Drop your shoulders · 528 Hz · Ocean and Birds,"Drop your shoulders. Breathe out.
Full piece (3 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · unwind,"Drop your shoulders. Breathe out. Full 3 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-032-S3,OBRA-032,3,short-3.mp4,5432,1.3,19.2,unclench your jaw,Unclench your jaw · 528 Hz · Ocean and Birds,"Let this one play twice.
Full piece (3 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · release,"Let this one play twice. Full 3 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-032-S4,OBRA-032,4,short-4.mp4,8104,1.08,28.8,breathe out what you carried today,Breathe out what you carried today · 528 Hz · Ocean and Birds,"Leave the day at the door.
Full piece (3 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · soften,"Leave the day at the door. Full 3 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-032-S5,OBRA-032,5,short-5.mp4,10775,1.22,38.4,let the tension go with the sound,Let the tension go with the sound · 528 Hz · Ocean and Birds,"Send this to someone who needs to unwind.
Full piece (3 h): Music to Release Tension · Ocean and Birds · 528 Hz · Salt Root, Long · 3 Hours

#stressrelief #relaxingmusic #calm #528hz #shorts","stress relief, relaxing music, 528 hz, ocean and birds, Rin",,528 Hz · rest,"Send this to someone who needs to unwind. Full 3 h piece on YouTube: Rin.
#stressrelief #relaxingmusic #calm #528hz #meditation",pendiente,,,,
OBRA-033-S1,OBRA-033,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 639 Hz · Tropical Rainforest,"Save this for your next work session.
Full piece (2 h): Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · focus,"Save this for your next work session. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-033-S2,OBRA-033,2,short-2.mp4,1861,1.15,9.6,"one task, nothing else","One task, nothing else · 639 Hz · Tropical Rainforest","Start the task now.
Full piece (2 h): Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · deep work,"Start the task now. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-033-S3,OBRA-033,3,short-3.mp4,3632,1.3,19.2,put it on and start,Put it on and start · 639 Hz · Tropical Rainforest,"Play it, then begin.
Full piece (2 h): Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · study,"Play it, then begin. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-033-S4,OBRA-033,4,short-4.mp4,5404,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 639 Hz · Tropical Rainforest,"Quiet sound for deep work.
Full piece (2 h): Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · flow,"Quiet sound for deep work. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-033-S5,OBRA-033,5,short-5.mp4,7175,1.22,38.4,stay with it a little longer,Stay with it a little longer · 639 Hz · Tropical Rainforest,"Send this to someone studying tonight.
Full piece (2 h): Focus Music · Tropical Rainforest · 639 Hz · Clean Desk · 2 Hours

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · one task,"Send this to someone studying tonight. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-034-S1,OBRA-034,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 528 Hz · Ocean and Birds,"Save this for your next work session.
Full piece (3 h): Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean and birds, Rin",,528 Hz · focus,"Save this for your next work session. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-034-S2,OBRA-034,2,short-2.mp4,2761,1.15,9.6,"one task, nothing else","One task, nothing else · 528 Hz · Ocean and Birds","Start the task now.
Full piece (3 h): Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean and birds, Rin",,528 Hz · deep work,"Start the task now. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-034-S3,OBRA-034,3,short-3.mp4,5432,1.3,19.2,put it on and start,Put it on and start · 528 Hz · Ocean and Birds,"Play it, then begin.
Full piece (3 h): Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean and birds, Rin",,528 Hz · study,"Play it, then begin. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-034-S4,OBRA-034,4,short-4.mp4,8104,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 528 Hz · Ocean and Birds,"Quiet sound for deep work.
Full piece (3 h): Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean and birds, Rin",,528 Hz · flow,"Quiet sound for deep work. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-034-S5,OBRA-034,5,short-5.mp4,10775,1.22,38.4,stay with it a little longer,Stay with it a little longer · 528 Hz · Ocean and Birds,"Send this to someone studying tonight.
Full piece (3 h): Focus Music · Ocean and Birds · 528 Hz · Deep Work · 3 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean and birds, Rin",,528 Hz · one task,"Send this to someone studying tonight. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-035-S1,OBRA-035,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 741 Hz · Tropical Rainforest,"Save this for your next work session.
Full piece (2 h): Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, tropical rainforest, Rin",,741 Hz · focus,"Save this for your next work session. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-035-S2,OBRA-035,2,short-2.mp4,1861,1.15,9.6,"one task, nothing else","One task, nothing else · 741 Hz · Tropical Rainforest","Start the task now.
Full piece (2 h): Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, tropical rainforest, Rin",,741 Hz · deep work,"Start the task now. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-035-S3,OBRA-035,3,short-3.mp4,3632,1.3,19.2,put it on and start,Put it on and start · 741 Hz · Tropical Rainforest,"Play it, then begin.
Full piece (2 h): Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, tropical rainforest, Rin",,741 Hz · study,"Play it, then begin. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-035-S4,OBRA-035,4,short-4.mp4,5404,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 741 Hz · Tropical Rainforest,"Quiet sound for deep work.
Full piece (2 h): Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, tropical rainforest, Rin",,741 Hz · flow,"Quiet sound for deep work. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-035-S5,OBRA-035,5,short-5.mp4,7175,1.22,38.4,stay with it a little longer,Stay with it a little longer · 741 Hz · Tropical Rainforest,"Send this to someone studying tonight.
Full piece (2 h): Focus Music · Tropical Rainforest · 741 Hz · No Interruptions · 2 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, tropical rainforest, Rin",,741 Hz · one task,"Send this to someone studying tonight. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-036-S1,OBRA-036,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 852 Hz · Ocean and Birds,"Save this for your next work session.
Full piece (90 min): Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes

#focusmusic #studymusic #deepwork #852hz #shorts","focus music, study music, 852 hz, ocean and birds, Rin",,852 Hz · focus,"Save this for your next work session. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #852hz #meditation",pendiente,,,,
OBRA-036-S2,OBRA-036,2,short-2.mp4,1411,1.15,9.6,"one task, nothing else","One task, nothing else · 852 Hz · Ocean and Birds","Start the task now.
Full piece (90 min): Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes

#focusmusic #studymusic #deepwork #852hz #shorts","focus music, study music, 852 hz, ocean and birds, Rin",,852 Hz · deep work,"Start the task now. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #852hz #meditation",pendiente,,,,
OBRA-036-S3,OBRA-036,3,short-3.mp4,2732,1.3,19.2,put it on and start,Put it on and start · 852 Hz · Ocean and Birds,"Play it, then begin.
Full piece (90 min): Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes

#focusmusic #studymusic #deepwork #852hz #shorts","focus music, study music, 852 hz, ocean and birds, Rin",,852 Hz · study,"Play it, then begin. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #852hz #meditation",pendiente,,,,
OBRA-036-S4,OBRA-036,4,short-4.mp4,4054,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 852 Hz · Ocean and Birds,"Quiet sound for deep work.
Full piece (90 min): Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes

#focusmusic #studymusic #deepwork #852hz #shorts","focus music, study music, 852 hz, ocean and birds, Rin",,852 Hz · flow,"Quiet sound for deep work. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #852hz #meditation",pendiente,,,,
OBRA-036-S5,OBRA-036,5,short-5.mp4,5375,1.22,38.4,stay with it a little longer,Stay with it a little longer · 852 Hz · Ocean and Birds,"Send this to someone studying tonight.
Full piece (90 min): Focus Music · Ocean and Birds · 852 Hz · Morning Light · 90 Minutes

#focusmusic #studymusic #deepwork #852hz #shorts","focus music, study music, 852 hz, ocean and birds, Rin",,852 Hz · one task,"Send this to someone studying tonight. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #852hz #meditation",pendiente,,,,
OBRA-037-S1,OBRA-037,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 432 Hz · Tropical Rainforest,"Save this for your next work session.
Full piece (2 h): Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours

#focusmusic #studymusic #deepwork #432hz #shorts","focus music, study music, 432 hz, tropical rainforest, Rin",,432 Hz · focus,"Save this for your next work session. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #432hz #meditation",pendiente,,,,
OBRA-037-S2,OBRA-037,2,short-2.mp4,1861,1.15,9.6,"one task, nothing else","One task, nothing else · 432 Hz · Tropical Rainforest","Start the task now.
Full piece (2 h): Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours

#focusmusic #studymusic #deepwork #432hz #shorts","focus music, study music, 432 hz, tropical rainforest, Rin",,432 Hz · deep work,"Start the task now. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #432hz #meditation",pendiente,,,,
OBRA-037-S3,OBRA-037,3,short-3.mp4,3632,1.3,19.2,put it on and start,Put it on and start · 432 Hz · Tropical Rainforest,"Play it, then begin.
Full piece (2 h): Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours

#focusmusic #studymusic #deepwork #432hz #shorts","focus music, study music, 432 hz, tropical rainforest, Rin",,432 Hz · study,"Play it, then begin. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #432hz #meditation",pendiente,,,,
OBRA-037-S4,OBRA-037,4,short-4.mp4,5404,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 432 Hz · Tropical Rainforest,"Quiet sound for deep work.
Full piece (2 h): Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours

#focusmusic #studymusic #deepwork #432hz #shorts","focus music, study music, 432 hz, tropical rainforest, Rin",,432 Hz · flow,"Quiet sound for deep work. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #432hz #meditation",pendiente,,,,
OBRA-037-S5,OBRA-037,5,short-5.mp4,7175,1.22,38.4,stay with it a little longer,Stay with it a little longer · 432 Hz · Tropical Rainforest,"Send this to someone studying tonight.
Full piece (2 h): Focus Music · Tropical Rainforest · 432 Hz · Slow Work · 2 Hours

#focusmusic #studymusic #deepwork #432hz #shorts","focus music, study music, 432 hz, tropical rainforest, Rin",,432 Hz · one task,"Send this to someone studying tonight. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #432hz #meditation",pendiente,,,,
OBRA-038-S1,OBRA-038,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 528 Hz · Ocean Waves,"Save this for your next work session.
Full piece (2 h): Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean waves, Rin",,528 Hz · focus,"Save this for your next work session. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-038-S2,OBRA-038,2,short-2.mp4,1861,1.15,9.6,"one task, nothing else","One task, nothing else · 528 Hz · Ocean Waves","Start the task now.
Full piece (2 h): Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean waves, Rin",,528 Hz · deep work,"Start the task now. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-038-S3,OBRA-038,3,short-3.mp4,3632,1.3,19.2,put it on and start,Put it on and start · 528 Hz · Ocean Waves,"Play it, then begin.
Full piece (2 h): Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean waves, Rin",,528 Hz · study,"Play it, then begin. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-038-S4,OBRA-038,4,short-4.mp4,5404,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 528 Hz · Ocean Waves,"Quiet sound for deep work.
Full piece (2 h): Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean waves, Rin",,528 Hz · flow,"Quiet sound for deep work. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-038-S5,OBRA-038,5,short-5.mp4,7175,1.22,38.4,stay with it a little longer,Stay with it a little longer · 528 Hz · Ocean Waves,"Send this to someone studying tonight.
Full piece (2 h): Focus Music · Ocean Waves · 528 Hz · One Thing · 2 Hours

#focusmusic #studymusic #deepwork #528hz #shorts","focus music, study music, 528 hz, ocean waves, Rin",,528 Hz · one task,"Send this to someone studying tonight. Full 2 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #528hz #meditation",pendiente,,,,
OBRA-039-S1,OBRA-039,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 639 Hz · Tropical Rainforest,"Save this for your next work session.
Full piece (90 min): Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · focus,"Save this for your next work session. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-039-S2,OBRA-039,2,short-2.mp4,1411,1.15,9.6,"one task, nothing else","One task, nothing else · 639 Hz · Tropical Rainforest","Start the task now.
Full piece (90 min): Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · deep work,"Start the task now. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-039-S3,OBRA-039,3,short-3.mp4,2732,1.3,19.2,put it on and start,Put it on and start · 639 Hz · Tropical Rainforest,"Play it, then begin.
Full piece (90 min): Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · study,"Play it, then begin. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-039-S4,OBRA-039,4,short-4.mp4,4054,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 639 Hz · Tropical Rainforest,"Quiet sound for deep work.
Full piece (90 min): Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · flow,"Quiet sound for deep work. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-039-S5,OBRA-039,5,short-5.mp4,5375,1.22,38.4,stay with it a little longer,Stay with it a little longer · 639 Hz · Tropical Rainforest,"Send this to someone studying tonight.
Full piece (90 min): Focus Music · Tropical Rainforest · 639 Hz · Open Window · 90 Minutes

#focusmusic #studymusic #deepwork #639hz #shorts","focus music, study music, 639 hz, tropical rainforest, Rin",,639 Hz · one task,"Send this to someone studying tonight. Full 90 min piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #639hz #meditation",pendiente,,,,
OBRA-040-S1,OBRA-040,1,short-1.mp4,90,1.0,0,for deep focus,For deep focus · 741 Hz · Ocean and Birds,"Save this for your next work session.
Full piece (3 h): Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, ocean and birds, Rin",,741 Hz · focus,"Save this for your next work session. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-040-S2,OBRA-040,2,short-2.mp4,2761,1.15,9.6,"one task, nothing else","One task, nothing else · 741 Hz · Ocean and Birds","Start the task now.
Full piece (3 h): Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, ocean and birds, Rin",,741 Hz · deep work,"Start the task now. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-040-S3,OBRA-040,3,short-3.mp4,5432,1.3,19.2,put it on and start,Put it on and start · 741 Hz · Ocean and Birds,"Play it, then begin.
Full piece (3 h): Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, ocean and birds, Rin",,741 Hz · study,"Play it, then begin. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-040-S4,OBRA-040,4,short-4.mp4,8104,1.08,28.8,quiet sound for deep work,Quiet sound for deep work · 741 Hz · Ocean and Birds,"Quiet sound for deep work.
Full piece (3 h): Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, ocean and birds, Rin",,741 Hz · flow,"Quiet sound for deep work. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
OBRA-040-S5,OBRA-040,5,short-5.mp4,10775,1.22,38.4,stay with it a little longer,Stay with it a little longer · 741 Hz · Ocean and Birds,"Send this to someone studying tonight.
Full piece (3 h): Focus Music · Ocean and Birds · 741 Hz · Until It's Done · 3 Hours

#focusmusic #studymusic #deepwork #741hz #shorts","focus music, study music, 741 hz, ocean and birds, Rin",,741 Hz · one task,"Send this to someone studying tonight. Full 3 h piece on YouTube: Rin.
#focusmusic #studymusic #deepwork #741hz #meditation",pendiente,,,,
